text,tagged_sentence,label
"With little option but to obey the Supreme Court directive , Karnataka started releasing water from September 29 , which has led to daily protests in Bangalore and in the Cauvery basin districts .","<cause>With little option but to obey the Supreme Court directive, Karnataka started releasing water from September 29</cause>, <trigger>which</trigger> <effect>has led to daily protests in Bangalore and in the Cauvery basin districts</effect>",1
The state shut down Saturday in protest .,NoTag,0
"Meanwhile , protest demonstrations continued in Manyda and Mysore for the eighth day Sunday .",NoTag,0
Traffic between Bangalore and Mysore was also affected for several hours as protesters blocked roads in Mandya .,<effect>Traffic between Bangalore and Mysore was also affected for several hours</effect> <trigger>as</trigger> <cause>protesters blocked roads in Mandya</cause>,1
"Mangalore : Book Padil attackers under Goonda Act : CPI(M) August 17 , 2012 00:00 IST Members of the Communist Party of India ( Marxist ) staged a protest here on Thursday demanding the arrest of the remaining accused in the last month ’ s assault on party-goers at the Morning Mist Homestay in Padil and filing of cases under the Goonda Act against them .","Mangalore: Book Padil attackers under Goonda Act: CPI(M) August 17, 2012 00:00 IST <cause>Members of the Communist Party of India (Marxist) staged a protest here on Thursday</cause> <trigger>demanding</trigger> <effect>the arrest of the remaining accused in the last month's assault on party-goers at the Morning Mist Homestay in Padil and filing of cases under the Goonda Act against them</effect>",1
The protest meeting was preceded by a rally from Town Hall to the Deputy Commissioner ’ s office .,NoTag,0
The protesters were taken into police custody when they started picketing vehicles passing through the State Bank circle .,<effect>The protesters were taken into police custody</effect> <trigger>when</trigger> <cause>they started picketing vehicles passing through the State Bank circle</cause>,1
"B. Madhav , CPI(M) district secretary , said the assault on college students had been preceded by many other instances of moral policing and assault on people belonging to minority communities .",NoTag,0
He cited instances in 2005 when the Bajrang Dal activists allegedly assaulted employees who were going out on tour followed by attacks on churches in September 2008 and the 2009 Amnesia pub attack ..,NoTag,0
More than 150 Congress workers shouted anti-government slogans and showed black flags at Sisua to protest the Chief Minister ’ s visit .,<effect>More than 150 Congress workers shouted anti-government slogans and showed black flags at Sisua</effect> <trigger>to protest</trigger> <cause>the Chief Minister's visit</cause>,1
"Probe by single member panel 27th December 2012 09:55 AM With the Delhi Police in the eye of a storm over the brutal gangrape of a 23 - year-old paramedical student on December 16 , which has resulted in days of angry protests , the Union Cabinet on Wednesday decided to set up a Commission of Inquiry to identify the lapses and fix responsibility .","Probe by single member panel 27th December 2012 09:55 AM <cause>With the Delhi Police in the eye of a storm over the brutal gangrape of a 23-year-old paramedical student on December 16</cause>, <effect>which has resulted in days of angry protests, the Union Cabinet on Wednesday decided to set up a Commission of Inquiry to identify the lapses and fix responsibility</effect>",1
"The meeting , chaired by Prime Minister Manmohan Singh , saw Ministers expressing concern over the gangrape , which has exposed the lack of women ’ s safety , and the public outrage that followed it .",NoTag,0
"Union Home Minister Sushilkumar Shinde , sources said , had a lot of explaining to do as to “ how ” such an incident took place in the heart of the city and “ why ” the Delhi Police came down so heavily on the youth who were legitimately protesting against the incident to demand immediate action against the culprits .","Union Home Minister Sushilkumar Shinde, sources said, had a lot of explaining to do as to <effect>""how"" such an incident took place in the heart of the city and ""why"" the Delhi Police came down so heavily on the youth who were legitimately protesting against the incident</effect> <cause>to demand immediate action against the culprits</cause>",1
"Farmers Block NH 7 , Say Government Blind to Their Plight 21st June 2015 06:00 AM CHIKBALLAPUR : Farmers on Saturday blocked the busy National Highway 7 on the outskirts of the city for nearly five hours and shouted slogans against the Union and state governments .","<cause>Farmers Block NH 7, Say Government Blind to Their Plight</cause> 21st June 2015 06:00 AM CHIKBALLAPUR: <effect>Farmers on Saturday blocked the busy National Highway 7 on the outskirts of the city for nearly five hours and shouted slogans against the Union and state governments</effect>.",1
"Earlier , they staged a protest in front of the office of the Deputy Director of Sericulture here and took out a procession .",NoTag,0
"Following the protest , traffic on the highway was paralysed for some time .","<trigger>Following</trigger> <cause>the protest</cause>, <effect>traffic on the highway was paralysed for some time</effect>",1
"Taxi strike in Tshwane off to a slow start ANA Reporter JOHANNESBURG , November 8 ( ANA ) - Commuters in Tshwane on Wednesday began posting updates on social media about the much-dreaded Taxi strike in the early hours .",NoTag,0
"Denied Aid , Dalit Boy tries to End Life 19th June 2014 07:22 AM MADURAI : Distressed after allegedly being denied a scholarship by his school , a Class XII Dalit dropout of the Government Higher Secondary School in Allinagaram , in Theni district , tied to immolate himself on Tuesday .","<cause>Denied Aid</cause>, <effect>Dalit Boy tries to End Life</effect> 19th June 2014 07:22 AM MADURAI: <cause>Distressed after allegedly being denied a scholarship by his school</cause>, <effect>a Class XII Dalit dropout of the Government Higher Secondary School in Allinagaram, in Theni district, tied to immolate himself on Tuesday</effect>",1
"When she told him she hadn ’ t receive the money , the teenager doused himself with kerosene and tried to set himself on fire , police said .","<trigger>When</trigger> <cause>she told him she hadn't receive the money</cause>, <effect>the teenager doused himself with kerosene and tried to set himself on fire</effect>, police said.",1
"A Bagathkhan , district president of SFI , Theni , who conducted an inquiry into the incident , said the scholarship amount was delayed because the headmistress had not processed the student ’ s application on time .","<effect>A Bagathkhan, district president of SFI, Theni, who conducted an inquiry into the incident, said the scholarship amount was delayed</effect> <trigger>because</trigger> <cause>the headmistress had not processed the student's application on time</cause>",1
"And the saffron party ’ s warning , asking Didi ‘ to set her house in order ’ , came at a massive rally staged as part of the ‘ awareness programme ’ , which will continue till July 6 , the death anniversary of Jan Sangh founder Shyama Prasad Mookherjee .",NoTag,0
"And several youths took part in the rally , which gave further evidence of the deep inroads made by the party in the former CPM citadel , where it had increased its vote share substantially .",NoTag,0
"There would have been no West Bengal as the entire state would have become part of East Pakistan ( present-day Bangladesh ) . ” Addressing the gathering , the state BJP leaders asked the party workers “ not to get provoked by the TMC goons but to strengthen the organisation as the party ’ s goal was to capture power in the state in the 2016 Assembly elections ” .",NoTag,0
"And two BJP central teams , which visited Birbhum and South 24 Parganas districts to investigate the violent attacks on party cadre , had submitted its report to Union Home Minister Rajnath Singh .",NoTag,0
"Back in January , when Kanhaiya addressed the protesting students from a dais near Velivada in the Shopping Complex area of the university , a few students knew his identity .",NoTag,0
"Kozhikode : Row over alleged mass transfer June 09 , 2011 00:00 IST A minor scuffle broke out between the activists of the NGO Union and the NGO Association in the compound of the regional office of the Department of Public Works at Mananchira here on Wednesday over the allegation of mass transfer of employees .","Kozhikode: Row over alleged mass transfer June 09, 2011 00:00 IST <effect>A minor scuffle broke out between the activists of the NGO Union and the NGO Association in the compound of the regional office of the Department of Public Works at Mananchira here on Wednesday</effect> <trigger>over</trigger> <cause>the allegation of mass transfer of employees</cause>",1
The incident occurred at 10.30 a.m. The pro-CPI(M) NGO Union activists alleged that the employees had been transferred based on a list submitted by the Congress-affiliated NGO Association district committee 's treasurer C. Ranjith .,NoTag,0
Activists assemble The activists assembled in front of the office to prevent Mr. Ranjth from entering the building .,<effect>The activists assembled in front of the office</effect> <trigger>to</trigger> <cause>prevent Mr. Ranjth from entering the building</cause>,1
The gathering of two hostile groups resulted in a verbal duel initially and subsequently a fight ensued between them .,<cause>The gathering of two hostile groups</cause> <trigger>resulted in</trigger> <effect>a verbal duel initially</effect> <trigger>and subsequently</trigger> <effect>a fight ensued between them</effect>,1
"Tirupur : Telecom employees stage protest June 22 , 2015 00:00 IST Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed , the BSNL Employees Union members staged an agitation here .","<cause>Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed</cause>, <effect>the BSNL Employees Union members staged an agitation here</effect>",1
TDP MLAs led by the party president N. Chandrababu Naidu staged a protest at Gun Park in front of the Assembly against the government 's inability in stopping construction of projects by the neighbouring States .,<effect>TDP MLAs led by the party president N. Chandrababu Naidu staged a protest at Gun Park in front of the Assembly</effect> <cause>against the government's inability in stopping construction of projects by the neighbouring States</cause>,1
"The TDP members , holding placards , raised slogans against the ‘ negligent ' attitude of the government in taking steps to protect the interests of farmers .","<effect>The TDP members, holding placards,</effect> <trigger>raised slogans</trigger> <cause>against the 'negligent' attitude of the government in taking steps to protect the interests of farmers</cause> ",1
Mr. Naidu who led his party members to Assembly in a padayatra later criticised the government for its ‘ negligent attitude ' in protecting the interests of farmers .,<effect>Mr. Naidu who led his party members to Assembly in a padayatra later criticised</effect> <trigger>criticised the government</trigger> <cause>for its 'negligent attitude' in protecting the interests of farmers</cause> ,1
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<effect>The protest continued in the Assembly where the members raised slogans</effect> <trigger>disrupting</trigger> <effect>proceedings for 10 minutes</effect> <trigger>while</trigger> <effect>the party members staged a walk out from the Legislative Council</effect> <trigger>in protest against</trigger> <cause>the government's failure to announce a definite action plan to protect the State's share of river water</cause>,1
"Later in the day , the entire opposition - TDP , CPI , CPI(M) and PDF staged a walk out when government turned down their demand to adopt a resolution urging Centre to withdraw recent hike in fuel prices and the decision on deregulation of petrol .","<effect>Later in the day, the entire opposition - TDP, CPI, CPI(M) and PDF staged a walk out</effect> <trigger>when</trigger> <cause>government turned down their demand to adopt a resolution urging Centre to withdraw recent hike in fuel prices and the decision on deregulation of petrol</cause>",1
"Cosatu 's march against e-tolling started in Braamfontein , central Johannesburg , on Thursday morning .",NoTag,0
"Marchers gathered at Cosatu 's head office in Jorissen street at 8.30am , and left shortly before 11am to deliver memorandums to the labour department , the provincial transport department , the office of the MEC for transport , the Gauteng legislature and the Gauteng premier .","<effect>Marchers gathered at Cosatu's head office in Jorissen street at 8.30am</effect>, and <trigger>left shortly before 11am to</trigger> <cause>deliver memorandums to the labour department, the provincial transport department, the office of the MEC for transport, the Gauteng legislature and the Gauteng premier</cause>",1
"The final leg of the march would be to deliver memorandums to the SA Chamber of Mines , the Johannesburg central police station , the office of the auditor general , and the Hawks .","<effect>The final leg of the march</effect> <trigger>would be to</trigger> <cause>deliver memorandums to the SA Chamber of Mines, the Johannesburg central police station, the office of the auditor general, and the Hawks</cause>",1
Activists hold Earth ’ s funeral march 13th December 2009 04:26 AM BANGALORE : The Global Day of Action initiative gained support in Bangalore during a march conducted by Greenpeace in response to the uncertainity of the the UN Climate Change Conference in Copenhagen .,NoTag,0
"Activists including civil society groups , artists and students went on a ‘ funeral march of the planet ’ , through MG Road , where they played musical instruments and sang songs .",NoTag,0
"Actor and director Girish Karnad , flagged off the two-kilometre rally from the Mahatma Gandhi Statue on MG Road and said “ The time for everyone to act is now — especially the leadership .",NoTag,0
"Our message to the 120 - odd Heads of State who arrive next week in Copenhagen is loud and clear : The time to change the future is now , ” Greenpeace has organised similar protests in over 15 cities across India .",NoTag,0
"In Delhi , activists unfurled a 700 - metre long banner with messages from citizens across the country .",NoTag,0
"In India , actions around the Copenhagen talks are being organised by Climate Satyagraha Camp , a civil society coalition to give Indians a voice to the Climate Summit in Copenhagen .","<effect>In India, actions around the Copenhagen talks are being organised by Climate Satyagraha Camp</effect>, <trigger>a civil society coalition to</trigger> <cause>give Indians a voice to the Climate Summit in Copenhagen</cause>",1
Congress Takes Exception to Rail Transportation of Jawans ' Bodies 14th March 2014 12:51 AM Chhattisgarh 's main opposition Congress today accused the BJP government in the state of insensitivity while arranging the transportation of the bodies of the 15 security personnel who died in an attack by the Naxals in Sukma district two days ago .,NoTag,0
"Sixteen people , including 4 policemen and 11 CRPF jawans , were killed in the attack .",NoTag,0
"ONGOLE : Virasam dubs arrests as ‘ eye wash ' ONGOLE : , January 30 , 2012 00:00 IST Virasam State leader G. Kalyana Rao on Sunday alleged that the State government had ‘ totally failed ' to unravel conspiracy behind desecration of statues of Constitution architect B.R. Ambedkar in Amalapuram .",NoTag,0
"Meanwhile , dalit organisations supported by leaders cutting across partylines geared up to enforce a bandh on Monday demanding the arrest of ‘ real culprits ' behind the vandalism .","Meanwhile, <cause>demanding the arrest of 'real culprits' behind the vandalism</cause> <trigger>geared up to</trigger> <effect>dalit organisations supported by leaders cutting across partylines geared up to enforce a bandh on Monday</effect>",1
"On JD(U) ’ s reservations against Modi because of the 2002 Gujarat violence , Sinha said : “ How can you target one individual in the party ?",NoTag,0
"Police fired rubber bullets to disperse protesting Bethanie residents , NWest ANA Reporter BRITS , September 3 ( ANA ) - Police used rubber bullets to disperse protesting residents of Bethanie outside Brits on Monday ."," <effect>Police fired rubber bullets</effect> <cause>to disperse protesting Bethanie residents</cause>, , NWest ANA Reporter BRITS , September 3 ( ANA ) - <effect>police used rubber bullets</effect> <cause>to disperse protesting residents of Bethanie outside Brits on Monday</cause>",1
"As a result of the protests schools were closed , buses and taxis were not operating .","<cause>As a result of the protests</cause> <trigger>were</trigger> <effect>schools were closed, buses and taxis were not operating</effect>",1
"OPINION India ’ s Pakistan problem is Pakistan ’ s problem too December 03 , 2008 00:00 IST Siddharth Varadarajan If politics and emotion do not dictate India ’ s response , the terrorist strikes in Mumbai could be a catalyst for ending the Pakistani military ’ s fatal patronage of jihadi groups .","<cause>If politics and emotion do not dictate India's response</cause>, <trigger>could be</trigger> <effect>the terrorist strikes in Mumbai could be a catalyst for ending the Pakistani military's fatal patronage of jihadi groups</effect>",1
"In the charged atmosphere generated by the dangerous currents of domestic politics and media-induced panic , Prime Minister Manmohan Singh is finding himself under tremendous pressure to respond decisively to initial evidence that ‘ elements in Pakistan ’ were responsible for last week ’ s terrorist outrage in Mumbai .",NoTag,0
External Affairs Minister Pranab Mukherjee got off to a sober and dignified start last week when he told his Pakistani counterpart that the elements responsible for the carnage did not want a “ leap forward ” in relations between India and Pakistan and were hence acting against Islamabad ’ s interests as well .,NoTag,0
"And on Monday , India issued a demarche to Pakistan in which it said it expected “ strong action ” against those responsible for the attacks , “ whosoever they may be . ” But with TV channels declaring “ enough is enough ” and calling for the start of a “ real war ” on terror , the government finds itself increasingly on the back foot .",NoTag,0
Too early It is too early to say how these demands for an immediate and decisive response to what happened in Mumbai will affect relations with Pakistan .,NoTag,0
One would have thought the futility of offensive troop deployments and the suspension or downgrading of normal transport and diplomatic relations — methods the BJP-led Vajpayee government unsuccessfully tried after the terrorist attack on Parliament in December 2001 — would be apparent by now .,NoTag,0
"“ But as the political and media pressure mounts , it becomes harder for us to exercise those options . ” The executioners of the terrorist attack on Pakistan , of course , would like nothing better than for India to get trapped into an aggressive , and preferably , military response .",NoTag,0
"Thanks to the providential arrest of a terrorist in Mumbai and his subsequent interrogation , the police are asserting with a considerable degree of confidence that the LeT planned and orchestrated the attacks that took the lives of more than 180 people .","<cause>Thanks to the providential arrest of a terrorist in Mumbai and his subsequent interrogation</cause>, <trigger>are asserting</trigger> <effect>the police are asserting with a considerable degree of confidence that the LeT planned and orchestrated the attacks that took the lives of more than 180 people</effect>",1
"Whether the terrorists who attacked Mumbai belong to a group that has attacked Pakistani targets or had handlers with links to elements within the Pakistani military establishment , there is enough evidence to suggest that it is impossible for GHQ in Rawalpindi to firewall the two .",NoTag,0
The brutal murder of Daniel Pearl showed the ease with which a ‘ Kashmir-inspired ’ terrorist like Omar Saeed Sheikh could make the al - Qaeda ’ s agenda his own .,NoTag,0
And the deliberate targeting of U.S. and British citizens and Jews in the Mumbai attacks should be a further reminder to Washington of the danger of allowing groups like LeT any breathing space .,NoTag,0
Hundreds arrested for blocking Hyderabad-Bangalore highway 21st March 2013 05:43 PM Police arrested hundreds of pro-Telangana protestors for blocking traffic on the Hyderabad-Bangalore national highway in Telangana region of Andhra Pradesh Thursday .,<effect>Police arrested hundreds of pro-Telangana protestors</effect> <trigger>for</trigger> <cause>blocking traffic on the Hyderabad-Bangalore national highway in Telangana region of Andhra Pradesh Thursday</cause>,1
"Defying ban orders , Telangana supporters came out on the road at several places to enforce a 24 - hour-long blockade to demand a separate Telengana state .",<effect>Police arrested leaders of various political parties</effect> <trigger>who</trigger> <cause>squatted on the highway in response to 'Sadak Bandh' called by Telangana Joint Action Committee (JAC) to urge the central government to immediately carve out a Telangana state</cause>,1
Police arrested leaders of various political parties who squatted on the highway in response to ' Sadak Bandh ' called by Telangana Joint Action Committee ( JAC ) to urge the central government to immediately carve out a Telangana state .,<effect>Police arrested leaders of various political parties</effect> <trigger>who</trigger> <cause>squatted on the highway in response to 'Sadak Bandh' called by Telangana Joint Action Committee (JAC) to urge the central government to immediately carve out a Telangana state</cause>,1
"JAC convenor M. Kodandaram , Telangana Rashtra Samithi ( TRS ) legislators K. Tarakarama Rao , E. Rajender and Harishwar Reddy were among dozens of leaders arrested by the police for staging protests on the highway despite police not giving permission for the same .","<effect>JAC convenor M. Kodandaram, Telangana Rashtra Samithi (TRS) legislators K. Tarakarama Rao, E. Rajender and Harishwar Reddy were among dozens of leaders arrested by the police</effect> <cause>for staging protests on the highway despite police not giving permission for the same</cause>",1
"Tension prevailed at Alampur , Annaram and Jadcherla in Mahabubnagar district as protestors damaged few trucks and buses following the arrests of their leaders , police said .","<effect>Tension prevailed at Alampur, Annaram and Jadcherla in Mahabubnagar district as protestors damaged few trucks and buses</effect> <cause>following the arrests of their leaders</cause> , police said.",1
The protestors came out on the highway with bullock carts to stop the vehicular traffic .,<effect>The protestors came out on the highway with bullock carts</effect> <trigger>to</trigger> <cause>stop the vehicular traffic</cause>,1
Police had a tough time in controlling them as they squatted on the highway at several points .,<effect>Police had a tough time in controlling them</effect> <cause>as they squatted on the highway at several points</cause> ,1
"Students and lawyers also joined the protests , focusing on Mahabubnagar district to stop vehicles entering Telangana coming from Kurnool district , which is a part of the Rayalaseema region .","<effect>Students and lawyers also joined the protests, focusing on Mahabubnagar district</effect> <cause>to stop vehicles entering Telangana coming from Kurnool district, which is a part of the Rayalaseema region</cause> ",1
"Earlier , hundreds of vehicles were stranded at Alampur , about 160 km from Hyderabad , as , raising slogans of "" Jai Telangana "" , the activists of JAC and TRS stopped the traffic .","Earlier, <effect>hundreds of vehicles were stranded at Alampur, about 160 km from Hyderabad</effect>, <trigger>as</trigger> <cause>raising slogans of ""Jai Telangana"", the activists of JAC and TRS stopped the traffic</cause>",1
He said action would be taken against those found involved in attacks on vehicles .,<effect>He said action would be taken</effect> <trigger>against</trigger> <cause>those found involved in attacks on vehicles</cause>,1
JAC convenor Kodandaram condemned the arrests and said he and other leaders would continue their protests in various police stations .,NoTag,0
He accused the government of suppressing a peaceful and democratic protest to demand Telangana state .,<cause>He accused the government of suppressing a peaceful and democratic protest</cause> <trigger>to</trigger> <effect>demand Telangana state</effect>,1
He claimed that the protest was successful .,NoTag,0
The TRS and BJP also staged road blockades at Shamshabad on the outskirts of Hyderabad .,NoTag,0
Police also arrested 400 BJP activists including senior leader Vidyasagar Rao at Shamshabad for staging a road blockade .,<effect>Police also arrested 400 BJP activists including senior leader Vidyasagar Rao at Shamshabad</effect> <trigger>for</trigger> <cause>staging a road blockade</cause>,1
"At the Osmania University in Hyderabad , police stopped students trying to take out a rally in support of ' Sadak Bandh ' .",<effect>police stopped students</effect> <trigger>trying to</trigger> <cause>take out a rally in support of 'Sadak Bandh'</cause> at the Osmania University in Hyderabad.,1
Shinde and the Congress President were briefed about the sequence of terror attack in the temple town by the Bodh Gaya Temple Management Committee ( BTMC ) member secretary N. Dorje .,NoTag,0
""" We condemn the bomb blasts in Lord Buddha 's holy land .",NoTag,0
Such blasts in the peaceful land of Bodh Gaya is a matter of serious concern ...,NoTag,0
10 out of 13 bombs went off ...,NoTag,0
All this happened between 5 to 6 am .,NoTag,0
"Asked about the involvement of Naxals in the Gaya blasts , he said , "" There are so many complex problems .",NoTag,0
"We have to see all angles . "" Earlier , a group of people protested against the visit of the Congress president and the Union Home Minister outside the Mahabodhi Temple gate .",NoTag,0
The protesters raised slogans against them for visiting the temple town three days after the blasts .,<effect>The protesters raised slogans against them</effect> <trigger>for</trigger> <cause>visiting the temple town three days after the blasts</cause>.,1
Gandhi and others also visited the hospital where the two monks injured in the blasts are being treated .,NoTag,0
They were attacking a student leader and a fighter .,NoTag,0
"Prof. Ratnam , who was one of the faculty members who got arrested during the unrest in UoH on March 22 , rejected Justice Roopanwal Commission report that declared Rohith Vemula non-Dalit .",NoTag,0
"It is not in India 's interest for Pakistan to be destabilised , "" she said and "" It is not in Pakistan 's interest for Afghanistan to be destabilised . "" "" This neighbourhood is now at risk because of the presence of terrorists who wish to destabilise India , Pakistan , and Afghanistan , "" Clinton said suggesting that Pakistan based terrorist outfit Lashkar-e-Taeba had staged the 26/11 Mumbai terrorist attacks to provoke war between the two neighbours .","""It is not in India's interest for Pakistan to be destabilised,"" she said and ""It is not in Pakistan's interest for Afghanistan to be destabilised."" ""<effect>This neighbourhood is now at risk</effect> <trigger>because of</trigger> <cause>the presence of terrorists who wish to destabilise India, Pakistan, and Afghanistan</cause>,"" Clinton said suggesting that <cause>Pakistan based terrorist outfit Lashkar-e-Taeba had staged the 26/11 Mumbai terrorist attacks</cause> <trigger>to</trigger> <effect>provoke war between the two neighbours</effect>",1
"Army Appeals to Haryana People on Captain Pawan Kumar 's Last Rites 21st February 2016 10:28 PM JAMMU : The Army today appealed to the people of Haryana , which has been hit by Jat quota stir , to extend support in giving a "" befitting farewell "" to the brave son of the soil , 23 - year-old Capt Pawan Kumar , who died while fighting militants in Pulwama district of Jammu and Kashmir .","Army Appeals to Haryana People on Captain Pawan Kumar's Last Rites 21st February 2016 10:28 PM JAMMU: <cause>The Army today appealed to the people of Haryana, which has been hit by Jat quota stir</cause>, <trigger>to</trigger> <effect>extend support in giving a ""befitting farewell"" to the brave son of the soil, 23-year-old Capt Pawan Kumar, who died while fighting militants in Pulwama district of Jammu and Kashmir</effect>",1
"Kumar , an officer of the elite Para unit who hailed from Jind , was among two army personnel from elite Para unit who lost their lives today in the fierce encounter with militants holed up inside a government building in Pampore town .",NoTag,0
The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category .,<effect>The mortal remains of the brave soldier will be taken by air to Jind tomorrow</effect> <trigger>as</trigger> <cause>the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category</cause>,1
2010 : ‘ Track record ’ in trouble for Railways 21st June 2011 02:31 AM CHENNAI : A failed attempt to sabotage express trains by placing fishplates on the track in Virudhunagar district on Monday morning is probably the first major case to be reported this year .,NoTag,0
"However last year , Tamil Nadu witnessed a series of train sabotages since the blasting of tracks using crude bombs in Villupuram district .",NoTag,0
"Though none were injured , it shook the entire State machinery , as the blast had occurred just a few days ahead of the classical Tamil conference in June last year ."," <effect>Though none were injured, it shook the entire State machinery</effect>, <trigger>as</trigger> <cause>the blast had occurred just a few days ahead of the classical Tamil conference in June last year</cause>",1
"Following information from T Rajasekaran , the guard of Salem-Chennai Express that had passed the spot just minutes before the explosion , the express train was stopped hardly 20 metres away from the blast site .","<cause>Following information from T Rajasekaran, the guard of Salem-Chennai Express that had passed the spot just minutes before the explosion</cause>, <trigger>was</trigger> <effect>the express train was stopped hardly 20 metres away from the blast site</effect>",1
"Investigations into the blast led to the discovery of pamphlets decrying the visit of Sri Lankan President Mahinda Rajapaksa to India , which were found at the spot .",NoTag,0
"It was followed by a series of attempts to derail trains on the Erode-Coimbatore section , by placing boulders on the track .","<effect>It was followed by a series of attempts to derail trains on the Erode-Coimbatore section</effect>, <trigger>by</trigger> <cause>placing boulders on the track</cause>",1
"Four persons from Bihar , who attempted to derail a goods train near Erode were booked under the National Security Act in this case .","<effect>Four persons from Bihar, who attempted to derail a goods train near Erode</effect> <trigger>were</trigger> <cause>booked under the National Security Act in this case</cause>",1
"Thereafter , two persons , who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district with an intention of causing mass destruction to the train and passengers , were detained under the National Security Act in December .","<cause>who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district with an intention of causing mass destruction to the train and passengers</cause>, <trigger>were</trigger> <effect>two persons were detained under the National Security Act in December</effect>",1
"Concede demands of ministerial staff Posted : Fri Oct 02 1998 IST AMRITSAR , Oct 1 : The Punjab State Pensioners Welfare Forum ( PSPWF ) today urged the State government to concede the demands of ministerial staff , who are on a pen down strike .",NoTag,0
"Avtar Singh Afat , the president of PSPWF , has stated that the government should not adopt an adamant attitude towards the demands of the ministerial staff and should immediately take steps to end the strike by meeting their representatives .",NoTag,0
"He also suggested that instead of extending the strike , the staff should court arrest and the PSPWF would support them .",NoTag,0
"Beijing backs policy on minorities PUBLISHED : Thursday , 16 July , 2009 , 12:00am A senior government official said Beijing had no plan to alter its generally preferential policies toward ethnic minorities in the first official response to smouldering public discontent against the measures following the Xinjiang riot .",NoTag,0
"Anger about the policy among Han Chinese , by far the largest group among China 's 56 ethnic communities , has been exacerbated by the deaths of 192 people , mostly Han , in Xinjiang 's capital Urumqi , last week , and the injuries suffered by 1,680 people during clashes between the province 's Uygur Muslim minority and Han Chinese .","<effect>Anger about the policy among Han Chinese, by far the largest group among China's 56 ethnic communities, has been exacerbated</effect> <trigger>by</trigger> <cause>the deaths of 192 people, mostly Han, in Xinjiang's capital Urumqi, last week, and the injuries suffered by 1,680 people during clashes between the province's Uygur Muslim minority and Han Chinese</cause>",1
"There are nine million Uygurs among Xinjiang 's 20 million people , and they are the main targets of blame for the unrest .",NoTag,0
Mr Lam said views voiced at the mass protest on July 1 and at last month 's elections would be considered when Mr Tung made the decision .,NoTag,0
"Magisterial probe ordered into Hardwar communal violence - Indian Express Rajeev Khanna , Rajeev Khanna : Dehradun , Thu Jul 16 2009 , 17:08 hrs Uttarakhand Chief Minister Dr Ramesh Pokhariyal Nishank has ordered a magisterial probe into an incident of communal violence that had been reported from Hardwar last Saturday .",NoTag,0
It was on last Saturday night that a set of anti social elements had torched a building used by a minority community for offering prayers in Shivalik Nagar area of the city .,NoTag,0
The incident had led to spread of rumors in the neighbouring locality of Jwalapur where both minority and majority population has considerable presence .,<cause>The incident</cause> <trigger>had led to</trigger> <effect>spread of rumors in the neighbouring locality of Jwalapur where both minority and majority population has considerable presence</effect>,1
"It took a communal turn that had resulted in stone-pelting , arson and loot .",NoTag,0
Many shops were ransacked and public property was destroyed in the Jwalapur area .,NoTag,0
Dawn-to-dusk hartal total in Varapuzha 29th October 2013 12:37 PM The dawn-to-dusk hartal observed by the National Highway Samara Samithi and associated organisation was total in Varapuzha on Monday .,NoTag,0
The hartal was observed as part of the protest against the government decision to widen National Highways in the state with 45 - meter width and also hike the toll rate at Varapuzha brige at National Highway 17 ., <effect>The hartal was observed as part of the protest</effect> <trigger>against</trigger> <cause>the government decision to widen National Highways in the state with 45-meter width and also hike the toll rate at Varapuzha brige at National Highway 17</cause>,1
It was a peaceful hartal and no violence was reported .,NoTag,0
Schools and educational institutions remained closed .,NoTag,0
Both private and KSRTC buses kept off the roads as protestors had requested them not to ply in the Varapuzha route .,<effect>Both private and KSRTC buses kept off the roads</effect> <trigger>as</trigger> <cause>protestors had requested them not to ply in the Varapuzha route</cause>,1
Shops in the area were also shut down .,NoTag,0
"Earlier , residents gathered outside the police station to protest about the murders .","Earlier, <effect>residents gathered outside the police station</effect> <trigger>to</trigger> <cause>protest about the murders</cause>",1
Police were in the area as Economic Freedom Fighters supporters and African National Congress supporters clashed .,NoTag,0
EFF supporters accused ANC supporters of beating them .,NoTag,0
"HYDERABAD : Schools , colleges closed today July 19 , 2010 00:00 IST Managements of several educational institutions , especially schools have announced a holiday on Monday due to the State-wide bandh called by Telugu Desam on Monday .","HYDERABAD: <effect>Schools, colleges closed today July 19, 2010 00:00 IST Managements of several educational institutions, especially schools have announced a holiday on Monday</effect> <trigger>due to</trigger> <cause>the State-wide bandh called by Telugu Desam on Monday</cause>",1
The party was protesting the arrest of its president N. Chandrababu Naidu and other leaders by Maharashtra police when they tried to visit Babli project .,<effect>The party was protesting</effect> <trigger>the</trigger> <cause>arrest of its president N. Chandrababu Naidu and other leaders by Maharashtra police when they tried to visit Babli project</cause>,1
